[["40c"],0] NaN
[[13,3,2,1,1,1,1,1,1,1,1],0] 2
[[13,3,2,1,1,1,1,1,1],0] 2
[[13,3,2,1,1,1,1],0] 2
[[13,3,2,1,1],0] 2
[[13,3,2],0] 2
[[13,2,2,2,2,2,2,2,2,1],0] 0
[[13,2,2,2,2,2,2,1,1,1],0] 0
[[13,2,2,2,2,2,2,1],0] 0
[[13,2,2,2,2,1,1,1,1,1,1,1],0] 0
[[13,2,2,2,2,1,1,1,1,1],0] 0
[[13,2,2,2,2,1,1,1],0] 0
[[13,2,2,2,2,1],0] 0
[[13,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[13,2,2,1,1,1,1,1,1,1],0] 0
[[13,2,2,1,1,1,1,1],0] 0
[[13,2,2,1,1,1],0] 0
[[13,2,2,1],0] 0
[[13,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[13,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[13,1,1,1,1,1,1,1,1,1],0] 1
[[13,1,1,1,1,1,1,1],0] 1
[[13,1,1,1,1,1],0] 1
[[13,1,1,1],0] 1
[[13,1],0] 1
[[12,12,10,2],0] 0
[[12,12,8,4],0] 0
[[12,12,8,1],0] 0
[[12,12,7,3,1],0] 0
[[12,12,7,2],0] 0
[[12,12,6,6],0] 0
[[12,12,6,3],0] 0
[[12,12,6,2,1],0] 0
[[12,12,5,5],0] 0
[[12,12,4,4,1],0] 0
[[12,12,4,3,2],0] 0
[[12,12,4,2,2,1],0] 0
[[12,12,4,1,1,1,1],0] 0
[[12,12,4,1,1],0] 0
[[12,12,4],0] 0
[[12,12,3,3,2,2],0] 0
[[12,12,3,3,1,1],0] 0
[[12,12,3,3],0] 0
[[12,12,3,2,1,1,1],0] 0
[[12,12,3,2,1],0] 0
[[12,12,2,2,2,2],0] 0
[[12,12,2,2,1,1,1,1],0] 0
[[12,12,2,2,1,1],0] 0
[[12,12,2,2],0] 0
[[12,12,1,1,1,1,1,1,1],0] 0
[[12,12,1,1,1,1,1],0] 0
[[12,12,1,1,1],0] 0
[[12,12,1],0] 0
[[12,11,10,1,1],0] 0
[[12,11,10],0] 0
[[12,11,8,3],0] 0
[[12,11,8,2,1],0] 0
[[12,11,7,4,1],0] 0
[[12,11,7,2,2],0] 0
[[12,11,7,1,1],0] 0
[[12,11,7],0] 0
[[12,11,6,4],0] 0
[[12,11,6,3,2],0] 0
[[12,11,6,2,2,1],0] 0
[[12,11,6,1,1,1],0] 0
[[12,11,6,1],0] 0
[[12,11,5,5,2],0] 0
[[12,11,4,4,2],0] 0
[[12,11,4,3,2,2],0] 0
[[12,11,4,3,1,1],0] 0
[[12,11,4,3],0] 0
[[12,11,4,2,1,1,1],0] 0
[[12,11,4,2,1],0] 0
[[12,11,3,3,3,1],0] 0
[[12,11,3,3,2,1,1],0] 0
[[12,11,3,3,2],0] 0
[[12,11,3,2,2,1],0] 0
[[12,11,3,1,1,1,1,1],0] 0
[[12,11,3,1,1,1],0] 0
[[12,11,3,1],0] 0
[[12,11,2,2,2,2,2],0] 0
[[12,11,2,2,2,1,1],0] 0
[[12,11,2,2,2],0] 0
[[12,11,2,1,1,1,1,1,1],0] 0
[[12,11,2,1,1,1,1],0] 0
[[12,11,2,1,1],0] 0
[[12,11,2],0] 0
[[12,10,9,3,1],0] 0
[[12,10,9,2],0] 0
[[12,10,7,5],0] 0
[[12,10,6,5,1],0] 0
[[12,10,5,4,3],0] 0
[[12,10,5,4,2,1],0] 0
[[12,10,5,3,1,1,1],0] 0
[[12,10,5,3,1],0] 0
[[12,10,5,2,2,2],0] 0
[[12,10,5,2,1,1],0] 0
[[12,10,5,2],0] 0
[[12,9,9,5],0] 0
[[12,9,8,4],0] 0
[[12,9,8,3,2],0] 0
[[12,9,8,2,2,1],0] 0
[[12,9,8,1,1,1],0] 0
[[12,9,8,1],0] 0
[[12,9,7,7],0] 0
[[12,9,7,6,1],0] 0
[[12,9,7,4,3],0] 0
[[12,9,7,3,1],0] 0
[[12,9,7,2,2,2],0] 0
[[12,9,7,2,1,1],0] 0
[[12,9,7,2],0] 0
[[12,9,6,6],0] 0
[[12,9,6,4,2],0] 0
[[12,9,6,3,2,2],0] 0
[[12,9,6,3,1,1],0] 0
[[12,9,6,3],0] 0
[[12,9,6,2,1,1,1],0] 0
[[12,9,6,2,1],0] 0
[[12,9,5,5,1,1],0] 0
[[12,9,5,5],0] 0
[[12,9,4,4,4],0] 0
[[12,9,4,4,2,2],0] 0
[[12,9,4,4,1,1,1],0] 0
[[12,9,4,4,1],0] 0
[[12,9,4,3,3,1],0] 0
[[12,9,4,3,2,1,1],0] 0
[[12,9,4,3,2],0] 0
[[12,9,4,2,2,1,1,1],0] 0
[[12,9,4,2,2,1],0] 0
[[12,9,4,1,1,1,1,1,1],0] 0
[[12,9,4,1,1,1,1],0] 0
[[12,9,4,1,1],0] 0
[[12,9,4],0] 0
[[12,9,3,3,3,3],0] 0
[[12,9,3,3,3,2,1],0] 0
[[12,9,3,3,2,2],0] 0
[[12,9,3,3,1,1,1,1],0] 0
[[12,9,3,3,1,1],0] 0
[[12,9,3,3],0] 0
[[12,9,3,2,2,2,1],0] 0
[[12,9,3,2,1,1,1,1,1],0] 0
[[12,9,3,2,1,1,1],0] 0
[[12,9,3,2,1],0] 0
[[12,9,2,2,2,2,1,1],0] 0
[[12,9,2,2,2,2],0] 0
[[12,9,2,2,1,1,1,1],0] 0
[[12,9,2,2,1,1],0] 0
[[12,9,2,2],0] 0
[[12,9,1,1,1,1,1,1,1],0] 0
[[12,9,1,1,1,1,1],0] 0
[[12,9,1,1,1],0] 0
[[12,9,1],0] 0
[[12,8,8,5],0] 0
[[12,8,7,5,3],0] 0
[[12,8,6,5,2],0] 0
[[12,8,5,4,4,1],0] 0
[[12,8,5,4,2,2],0] 0
[[12,8,5,4,1,1],0] 0
[[12,8,5,4],0] 0
[[12,8,5,3,3,1],0] 0
[[12,8,5,3,2,1,1],0] 0
[[12,8,5,3,2],0] 0
[[12,8,5,2,2,1,1,1],0] 0
[[12,8,5,2,2,1],0] 0
[[12,8,5,1,1,1,1,1],0] 0
[[12,8,5,1,1,1],0] 0
[[12,8,5,1],0] 0
[[12,7,7,5,1,1],0] 0
[[12,7,7,5],0] 0
[[12,7,6,5,4],0] 0
[[12,7,6,5,1,1,1],0] 0
[[12,7,6,5,1],0] 0
[[12,7,5,4,4,2],0] 0
[[12,7,5,4,3,1,1],0] 0
[[12,7,5,4,3],0] 0
[[12,7,5,4,2,1],0] 0
[[12,7,5,3,3,2],0] 0
[[12,7,5,3,2,2,1],0] 0
[[12,7,5,3,1,1,1],0] 0
[[12,7,5,3,1],0] 0
[[12,7,5,2,2,2,1,1],0] 0
[[12,7,5,2,2,2],0] 0
[[12,7,5,2,1,1,1,1],0] 0
[[12,7,5,2,1,1],0] 0
[[12,7,5,2],0] 0
[[12,6,6,5,4,1],0] 0
[[12,6,6,5,2,2],0] 0
[[12,6,6,5,1,1],0] 0
[[12,6,6,5],0] 0
[[12,6,5,4,4,3],0] 0
[[12,6,5,4,3,1],0] 0
[[12,6,5,4,2,2,2],0] 0
[[12,6,5,4,2,1,1],0] 0
[[12,6,5,4,2],0] 0
[[12,6,5,3,3,3],0] 0
[[12,6,5,3,3,2,1],0] 0
[[12,6,5,3,2,2,1,1],0] 0
[[12,6,5,3,2,2],0] 0
[[12,6,5,3,1,1,1,1],0] 0
[[12,6,5,3,1,1],0] 0
[[12,6,5,3],0] 0
[[12,6,5,2,2,2,1],0] 0
[[12,6,5,2,1,1,1,1,1],0] 0
[[12,6,5,2,1,1,1],0] 0
[[12,6,5,2,1],0] 0
[[12,5,5,5,4,1],0] 0
[[12,5,5,5,3,3],0] 0
[[12,5,5,5,3,2,1],0] 0
[[12,5,5,5,2,2],0] 0
[[12,5,5,5,1,1,1,1],0] 0
[[12,5,5,5,1,1],0] 0
[[12,5,5,5],0] 0
[[12,5,4,4,4,4],0] 0
[[12,5,4,4,4,1,1,1],0] 0
[[12,5,4,4,4,1],0] 0
[[12,5,4,4,3,3],0] 0
[[12,5,4,4,3,2,1],0] 0
[[12,5,4,4,2,2,1,1],0] 0
[[12,5,4,4,2,2],0] 0
[[12,5,4,4,1,1,1,1],0] 0
[[12,5,4,4,1,1],0] 0
[[12,5,4,4],0] 0
[[12,5,4,3,3,3,2],0] 0
[[12,5,4,3,3,2,2,1],0] 0
[[12,5,4,3,3,1,1,1],0] 0
[[12,5,4,3,3,1],0] 0
[[12,5,4,3,2,2,2],0] 0
[[12,5,4,3,2,1,1,1,1],0] 0
[[12,5,4,3,2,1,1],0] 0
[[12,5,4,3,2],0] 0
[[12,5,4,2,2,2,2,1],0] 0
[[12,5,4,2,2,1,1,1,1,1],0] 0
[[12,5,4,2,2,1,1,1],0] 0
[[12,5,4,2,2,1],0] 0
[[12,5,4,1,1,1,1,1,1,1],0] 0
[[12,5,4,1,1,1,1,1],0] 0
[[12,5,4,1,1,1],0] 0
[[12,5,4,1],0] 0
[[12,5,3,3,3,3,1,1],0] 0
[[12,5,3,3,3,3],0] 0
[[12,5,3,3,3,2,1,1,1],0] 0
[[12,5,3,3,3,2,1],0] 0
[[12,5,3,3,2,2,2,2],0] 0
[[12,5,3,3,2,2,1,1],0] 0
[[12,5,3,3,2,2],0] 0
[[12,5,3,3,1,1,1,1,1,1],0] 0
[[12,5,3,3,1,1,1,1],0] 0
[[12,5,3,3,1,1],0] 0
[[12,5,3,3],0] 0
[[12,5,3,2,2,2,2,2,1],0] 0
[[12,5,3,2,2,2,1,1,1],0] 0
[[12,5,3,2,2,2,1],0] 0
[[12,5,3,2,1,1,1,1,1,1,1],0] 0
[[12,5,3,2,1,1,1,1,1],0] 0
[[12,5,3,2,1,1,1],0] 0
[[12,5,3,2,1],0] 0
[[12,5,2,2,2,2,2,2],0] 0
[[12,5,2,2,2,2,1,1,1,1],0] 0
[[12,5,2,2,2,2,1,1],0] 0
[[12,5,2,2,2,2],0] 0
[[12,5,2,2,1,1,1,1,1,1],0] 0
[[12,5,2,2,1,1,1,1],0] 0
[[12,5,2,2,1,1],0] 0
[[12,5,2,2],0] 0
[[12,5,1,1,1,1,1,1,1,1,1,1],0] 0
[[12,5,1,1,1,1,1,1,1,1],0] 0
[[12,5,1,1,1,1,1,1],0] 0
[[12,5,1,1,1,1],0] 0
[[12,5,1,1],0] 0
[[12,5],0] 0
[[12,4,4,4,4,4,1],0] 0
[[12,4,4,4,4,1,1],0] 0
[[12,4,4,4,4],0] 0
[[12,4,4,4,1,1,1,1,1],0] 0
[[12,4,4,4,1,1,1],0] 0
[[12,4,4,4,1],0] 0
[[12,4,4,1,1,1,1,1,1,1,1],0] 0
[[12,4,4,1,1,1,1,1,1],0] 0
[[12,4,4,1,1,1,1],0] 0
[[12,4,4,1,1],0] 0
[[12,4,4],0] 0
[[12,4,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[12,4,1,1,1,1,1,1,1,1,1],0] 0
[[12,4,1,1,1,1,1,1,1],0] 0
[[12,4,1,1,1,1,1],0] 0
[[12,4,1,1,1],0] 0
[[12,4,1],0] 0
[[12,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[12,1,1,1,1,1,1,1,1,1,1],0] 0
[[12,1,1,1,1,1,1,1,1],0] 0
[[12,1,1,1,1,1,1],0] 0
[[12,1,1,1,1],0] 0
[[12,1,1],0] 0
[[12],0] 0
[[11,11,10,2],0] 0
[[11,11,9,5],0] 1
[[11,11,8,4],0] 0
[[11,11,8,3,2],0] 0
[[11,11,8,1,1,1],0] 0
[[11,11,8,1],0] 0
[[11,11,7,7],0] 1
[[11,11,7,3,1],0] 1
[[11,11,7,2,1,1],0] 2
[[11,11,7,2],0] 2
[[11,11,6,6],0] 0
[[11,11,6,4,2],0] 0
[[11,11,6,3,1,1],0] 2
[[11,11,6,3],0] 2
[[11,11,6,2,1,1,1],0] 0
[[11,11,6,2,1],0] 0
[[11,11,5,5,1,1],0] 1
[[11,11,5,5],0] 1
[[11,11,4,4,2,2],0] 0
[[11,11,4,4,1,1],0] 0
[[11,11,4,4],0] 0
[[11,11,4,3,3,1],0] 0
[[11,11,4,3,2,1,1],0] 0
[[11,11,4,3,2],0] 0
[[11,11,4,2,2,1],0] 0
[[11,11,4,1,1,1,1,1],0] 0
[[11,11,4,1,1,1],0] 0
[[11,11,4,1],0] 0
[[11,11,3,3,3,3],0] 1
[[11,11,3,3,2,2],0] 0
[[11,11,3,3,1,1,1,1],0] 1
[[11,11,3,3,1,1],0] 1
[[11,11,3,3],0] 1
[[11,11,3,2,2,2,1],0] 0
[[11,11,3,2,1,1,1],0] 2
[[11,11,3,2,1],0] 2
[[11,11,2,2,2,2,1,1],0] 0
[[11,11,2,2,2,2],0] 0
[[11,11,2,2,1,1,1,1],0] 0
[[11,11,2,2,1,1],0] 0
[[11,11,2,2],0] 0
[[11,11,1,1,1,1,1,1,1,1],0] 1
[[11,11,1,1,1,1,1,1],0] 1
[[11,11,1,1,1,1],0] 1
[[11,11,1,1],0] 1
[[11,11],0] 1
[[11,10,9,4,1],0] 0
[[11,10,9,2,2],0] 0
[[11,10,9,1,1],0] 2
[[11,10,9],0] 2
[[11,10,8,5,1],0] 0
[[11,10,7,5,2],0] 0
[[11,10,6,5,3],0] 0
[[11,10,5,4,4],0] 0
[[11,10,5,4,1,1,1],0] 0
[[11,10,5,4,1],0] 0
[[11,10,5,3,3],0] 2
[[11,10,5,3,2,1],0] 0
[[11,10,5,2,2,1,1],0] 0
[[11,10,5,2,2],0] 0
[[11,10,5,1,1,1,1],0] 2
[[11,10,5,1,1],0] 2
[[11,10,5],0] 2
[[11,9,8,6],0] 0
[[11,9,8,4,2],0] 0
[[11,9,8,3,1,1],0] 0
[[11,9,8,3],0] 0
[[11,9,8,2,1,1,1],0] 0
[[11,9,8,2,1],0] 0
[[11,9,7,4,4],0] 0
[[11,9,7,4,1],0] 0
[[11,9,7,3,3],0] 1
[[11,9,7,3,2,1],0] 2
[[11,9,7,2,2,1,1],0] 0
[[11,9,7,2,2],0] 0
[[11,9,7,1,1,1,1],0] 1
[[11,9,7,1,1],0] 1
[[11,9,7],0] 1
[[11,9,6,6,2],0] 0
[[11,9,6,4,2,2],0] 0
[[11,9,6,4,1,1],0] 0
[[11,9,6,4],0] 0
[[11,9,6,3,3,1],0] 2
[[11,9,6,3,2,1,1],0] 0
[[11,9,6,3,2],0] 0
[[11,9,6,2,2,1],0] 0
[[11,9,6,1,1,1,1,1],0] 2
[[11,9,6,1,1,1],0] 2
[[11,9,6,1],0] 2
[[11,9,5,5,3,1],0] 1
[[11,9,5,5,2],0] 2
[[11,9,4,4,3,1],0] 0
[[11,9,4,4,2,1,1],0] 0
[[11,9,4,4,2],0] 0
[[11,9,4,3,3,3],0] 0
[[11,9,4,3,3,2,1],0] 0
[[11,9,4,3,2,2],0] 0
[[11,9,4,3,1,1,1,1],0] 0
[[11,9,4,3,1,1],0] 0
[[11,9,4,3],0] 0
[[11,9,4,2,2,2,1],0] 0
[[11,9,4,2,1,1,1,1,1],0] 0
[[11,9,4,2,1,1,1],0] 0
[[11,9,4,2,1],0] 0
[[11,9,3,3,3,1,1,1],0] 1
[[11,9,3,3,3,1],0] 1
[[11,9,3,3,2,2,2],0] 0
[[11,9,3,3,2,1,1],0] 2
[[11,9,3,3,2],0] 2
[[11,9,3,2,2,2,2,1],0] 0
[[11,9,3,2,2,1,1,1],0] 0
[[11,9,3,2,2,1],0] 0
[[11,9,3,1,1,1,1,1,1,1],0] 1
[[11,9,3,1,1,1,1,1],0] 1
[[11,9,3,1,1,1],0] 1
[[11,9,3,1],0] 1
[[11,9,2,2,2,2,2],0] 0
[[11,9,2,2,2,1,1,1,1],0] 0
[[11,9,2,2,2,1,1],0] 0
[[11,9,2,2,2],0] 0
[[11,9,2,1,1,1,1,1,1],0] 2
[[11,9,2,1,1,1,1],0] 2
[[11,9,2,1,1],0] 2
[[11,9,2],0] 2
[[11,8,8,5,2],0] 0
[[11,8,7,5,4],0] 0
[[11,8,7,5,1],0] 0
[[11,8,6,5,2,2],0] 0
[[11,8,6,5,1,1],0] 0
[[11,8,6,5],0] 0
[[11,8,5,4,3,1],0] 0
[[11,8,5,4,2,1,1],0] 0
[[11,8,5,4,2],0] 0
[[11,8,5,3,3,3],0] 0
[[11,8,5,3,3,2,1],0] 0
[[11,8,5,3,2,2],0] 0
[[11,8,5,3,1,1,1,1],0] 0
[[11,8,5,3,1,1],0] 0
[[11,8,5,3],0] 0
[[11,8,5,2,2,2,1],0] 0
[[11,8,5,2,1,1,1,1,1],0] 0
[[11,8,5,2,1,1,1],0] 0
[[11,8,5,2,1],0] 0
[[11,7,7,5,3,1],0] 1
[[11,7,7,5,2],0] 2
[[11,7,6,6,5],0] 0
[[11,7,6,5,3],0] 2
[[11,7,6,5,2,1],0] 0
[[11,7,5,5,5],0] 1
[[11,7,5,4,4,1,1],0] 0
[[11,7,5,4,4],0] 0
[[11,7,5,4,3,2],0] 0
[[11,7,5,4,2,2,1],0] 0
[[11,7,5,4,1,1,1],0] 0
[[11,7,5,4,1],0] 0
[[11,7,5,3,3,2,2],0] 0
[[11,7,5,3,3,1,1],0] 1
[[11,7,5,3,3],0] 1
[[11,7,5,3,2,1,1,1],0] 2
[[11,7,5,3,2,1],0] 2
[[11,7,5,2,2,2,2],0] 0
[[11,7,5,2,2,1,1,1,1],0] 0
[[11,7,5,2,2,1,1],0] 0
[[11,7,5,2,2],0] 0
[[11,7,5,1,1,1,1,1,1],0] 1
[[11,7,5,1,1,1,1],0] 1
[[11,7,5,1,1],0] 1
[[11,7,5],0] 1
[[11,6,6,5,3,1],0] 0
[[11,6,6,5,2,1,1],0] 0
[[11,6,6,5,2],0] 0
[[11,6,5,5,5,1],0] 2
[[11,6,5,4,4,4],0] 0
[[11,6,5,4,4,1],0] 0
[[11,6,5,4,3,3],0] 0
[[11,6,5,4,3,2,1],0] 0
[[11,6,5,4,2,2,1,1],0] 0
[[11,6,5,4,2,2],0] 0
[[11,6,5,4,1,1,1,1],0] 0
[[11,6,5,4,1,1],0] 0
[[11,6,5,4],0] 0
[[11,6,5,3,3,3,2],0] 0
[[11,6,5,3,3,1,1,1],0] 2
[[11,6,5,3,3,1],0] 2
[[11,6,5,3,2,2,2],0] 0
[[11,6,5,3,2,1,1,1,1],0] 0
[[11,6,5,3,2,1,1],0] 0
[[11,6,5,3,2],0] 0
[[11,6,5,2,2,2,2,1],0] 0
[[11,6,5,2,2,1,1,1],0] 0
[[11,6,5,2,2,1],0] 0
[[11,6,5,1,1,1,1,1,1,1],0] 2
[[11,6,5,1,1,1,1,1],0] 2
[[11,6,5,1,1,1],0] 2
[[11,6,5,1],0] 2
[[11,5,5,5,4,3],0] 0
[[11,5,5,5,4,2,1],0] 0
[[11,5,5,5,3,1,1,1],0] 1
[[11,5,5,5,3,1],0] 1
[[11,5,5,5,2,2,2],0] 0
[[11,5,5,5,2,1,1],0] 2
[[11,5,5,5,2],0] 2
[[11,5,4,4,4,3],0] 0
[[11,5,4,4,4,2,1],0] 0
[[11,5,4,4,3,3,2],0] 0
[[11,5,4,4,3,2,2,1],0] 0
[[11,5,4,4,3,1,1,1],0] 0
[[11,5,4,4,3,1],0] 0
[[11,5,4,4,2,2,2],0] 0
[[11,5,4,4,2,1,1,1,1],0] 0
[[11,5,4,4,2,1,1],0] 0
[[11,5,4,4,2],0] 0
[[11,5,4,3,3,3,1,1],0] 0
[[11,5,4,3,3,3],0] 0
[[11,5,4,3,3,2,1,1,1],0] 0
[[11,5,4,3,3,2,1],0] 0
[[11,5,4,3,2,2,2,2],0] 0
[[11,5,4,3,2,2,1,1],0] 0
[[11,5,4,3,2,2],0] 0
[[11,5,4,3,1,1,1,1,1,1],0] 0
[[11,5,4,3,1,1,1,1],0] 0
[[11,5,4,3,1,1],0] 0
[[11,5,4,3],0] 0
[[11,5,4,2,2,2,2,2,1],0] 0
[[11,5,4,2,2,2,1,1,1],0] 0
[[11,5,4,2,2,2,1],0] 0
[[11,5,4,2,1,1,1,1,1,1,1],0] 0
[[11,5,4,2,1,1,1,1,1],0] 0
[[11,5,4,2,1,1,1],0] 0
[[11,5,4,2,1],0] 0
[[11,5,3,3,3,3,3,1],0] 1
[[11,5,3,3,3,3,2],0] 2
[[11,5,3,3,3,2,2,1],0] 0
[[11,5,3,3,3,1,1,1,1,1],0] 1
[[11,5,3,3,3,1,1,1],0] 1
[[11,5,3,3,3,1],0] 1
[[11,5,3,3,2,2,2,1,1],0] 0
[[11,5,3,3,2,2,2],0] 0
[[11,5,3,3,2,1,1,1,1],0] 2
[[11,5,3,3,2,1,1],0] 2
[[11,5,3,3,2],0] 2
[[11,5,3,2,2,2,2,1,1,1],0] 0
[[11,5,3,2,2,2,2,1],0] 0
[[11,5,3,2,2,1,1,1,1,1],0] 0
[[11,5,3,2,2,1,1,1],0] 0
[[11,5,3,2,2,1],0] 0
[[11,5,3,1,1,1,1,1,1,1,1,1],0] 1
[[11,5,3,1,1,1,1,1,1,1],0] 1
[[11,5,3,1,1,1,1,1],0] 1
[[11,5,3,1,1,1],0] 1
[[11,5,3,1],0] 1
[[11,5,2,2,2,2,2,2,2],0] 0
[[11,5,2,2,2,2,2,1,1],0] 0
[[11,5,2,2,2,2,2],0] 0
[[11,5,2,2,2,1,1,1,1,1,1],0] 0
[[11,5,2,2,2,1,1,1,1],0] 0
[[11,5,2,2,2,1,1],0] 0
[[11,5,2,2,2],0] 0
[[11,5,2,1,1,1,1,1,1,1,1],0] 2
[[11,5,2,1,1,1,1,1,1],0] 2
[[11,5,2,1,1,1,1],0] 2
[[11,5,2,1,1],0] 2
[[11,5,2],0] 2
[[10,10,10,3,1],0] 0
[[10,10,10,2,1,1],0] 0
[[10,10,10,2],0] 0
[[10,10,9,5],0] 0
[[10,10,8,8],0] 0
[[10,10,8,4,1,1],0] 0
[[10,10,8,4],0] 0
[[10,10,8,3,2],0] 0
[[10,10,8,2,2,1],0] 0
[[10,10,8,1,1,1],0] 0
[[10,10,8,1],0] 0
[[10,10,7,7],0] 0
[[10,10,7,6,1],0] 0
[[10,10,7,4,3],0] 0
[[10,10,7,4,2,1],0] 0
[[10,10,7,3,1,1,1],0] 0
[[10,10,7,3,1],0] 0
[[10,10,7,2,2,2],0] 0
[[10,10,7,2,1,1],0] 0
[[10,10,7,2],0] 0
[[10,10,6,6,1,1],0] 0
[[10,10,6,6],0] 0
[[10,10,6,4,3,1],0] 0
[[10,10,6,4,2],0] 0
[[10,10,6,3,2,2],0] 0
[[10,10,6,3,1,1],0] 0
[[10,10,6,3],0] 0
[[10,10,6,2,2,2,1],0] 0
[[10,10,6,2,1,1,1],0] 0
[[10,10,6,2,1],0] 0
[[10,10,5,5,2,2],0] 0
[[10,10,5,5,1,1],0] 0
[[10,10,5,5],0] 0
[[10,10,4,4,4,1],0] 0
[[10,10,4,4,3,3],0] 0
[[10,10,4,4,2,2],0] 0
[[10,10,4,4,1,1,1,1],0] 0
[[10,10,4,4,1,1],0] 0
[[10,10,4,4],0] 0
[[10,10,4,3,3,1],0] 0
[[10,10,4,3,2,2,2],0] 0
[[10,10,4,3,2,1,1],0] 0
[[10,10,4,3,2],0] 0
[[10,10,4,2,2,1,1,1],0] 0
[[10,10,4,2,2,1],0] 0
[[10,10,4,1,1,1,1,1],0] 0
[[10,10,4,1,1,1],0] 0
[[10,10,4,1],0] 0
[[10,10,3,3,3,3],0] 0
[[10,10,3,3,3,2,1],0] 0
[[10,10,3,3,2,2,1,1],0] 0
[[10,10,3,3,2,2],0] 0
[[10,10,3,3,1,1,1,1],0] 0
[[10,10,3,3,1,1],0] 0
[[10,10,3,3],0] 0
[[10,10,3,2,2,2,1],0] 0
[[10,10,3,2,1,1,1,1,1],0] 0
[[10,10,3,2,1,1,1],0] 0
[[10,10,3,2,1],0] 0
[[10,10,2,2,2,2,2,2],0] 0
[[10,10,2,2,2,2,1,1],0] 0
[[10,10,2,2,2,2],0] 0
[[10,10,2,2,1,1,1,1,1,1],0] 0
[[10,10,2,2,1,1,1,1],0] 0
[[10,10,2,2,1,1],0] 0
[[10,10,2,2],0] 0
[[10,10,1,1,1,1,1,1,1,1],0] 0
[[10,10,1,1,1,1,1,1],0] 0
[[10,10,1,1,1,1],0] 0
[[10,10,1,1],0] 0
[[10,10],0] 0
[[10,9,9,7],0] 2
[[10,9,9,6,1],0] 0
[[10,9,9,4,3],0] 0
[[10,9,9,3,1],0] 2
[[10,9,9,2,2,2],0] 0
[[10,9,9,2,1,1],0] 0
[[10,9,9,2],0] 0
[[10,9,8,5,3],0] 0
[[10,9,7,5,1,1],0] 2
[[10,9,7,5],0] 2
[[10,9,6,5,4],0] 0
[[10,9,6,5,1,1,1],0] 0
[[10,9,6,5,1],0] 0
[[10,9,5,4,4,2],0] 0
[[10,9,5,4,3,1,1],0] 0
[[10,9,5,4,3],0] 0
[[10,9,5,4,2,1],0] 0
[[10,9,5,3,3,2],0] 0
[[10,9,5,3,2,2,1],0] 0
[[10,9,5,3,1,1,1],0] 2
[[10,9,5,3,1],0] 2
[[10,9,5,2,2,2,1,1],0] 0
[[10,9,5,2,2,2],0] 0
[[10,9,5,2,1,1,1,1],0] 0
[[10,9,5,2,1,1],0] 0
[[10,9,5,2],0] 0
[[10,8,8,7],0] 0
[[10,8,8,6,1],0] 0
[[10,8,8,4,3],0] 0
[[10,8,8,4,2,1],0] 0
[[10,8,8,3,3,2],0] 0
[[10,8,8,3,1,1,1],0] 0
[[10,8,8,3,1],0] 0
[[10,8,8,2,2,2],0] 0
[[10,8,8,2,1,1,1,1],0] 0
[[10,8,8,2,1,1],0] 0
[[10,8,8,2],0] 0
[[10,8,7,7,3],0] 0
[[10,8,7,6,2],0] 0
[[10,8,7,4,4,1],0] 0
[[10,8,7,4,2,2],0] 0
[[10,8,7,4,1,1],0] 0
[[10,8,7,4],0] 0
[[10,8,7,3,3,1],0] 0
[[10,8,7,3,2,1,1],0] 0
[[10,8,7,3,2],0] 0
[[10,8,7,2,2,1,1,1],0] 0
[[10,8,7,2,2,1],0] 0
[[10,8,7,1,1,1,1,1],0] 0
[[10,8,7,1,1,1],0] 0
[[10,8,7,1],0] 0
[[10,8,6,6,3],0] 0
[[10,8,6,6,2,1],0] 0
[[10,8,6,5,5],0] 0
[[10,8,6,4,4],0] 0
[[10,8,6,4,3,2],0] 0
[[10,8,6,4,2,2,1],0] 0
[[10,8,6,4,1,1,1],0] 0
[[10,8,6,4,1],0] 0
[[10,8,6,3,3,1,1],0] 0
[[10,8,6,3,3],0] 0
[[10,8,6,3,2,1,1,1],0] 0
[[10,8,6,3,2,1],0] 0
[[10,8,6,2,2,2,2],0] 0
[[10,8,6,2,2,1,1],0] 0
[[10,8,6,2,2],0] 0
[[10,8,6,1,1,1,1,1,1],0] 0
[[10,8,6,1,1,1,1],0] 0
[[10,8,6,1,1],0] 0
[[10,8,6],0] 0
[[10,8,5,5,4,2],0] 0
[[10,8,5,5,3,1,1],0] 0
[[10,8,5,5,3],0] 0
[[10,8,5,5,2,1],0] 0
[[10,8,4,4,4,2],0] 0
[[10,8,4,4,3,2,2],0] 0
[[10,8,4,4,3,1,1],0] 0
[[10,8,4,4,3],0] 0
[[10,8,4,4,2,1,1,1],0] 0
[[10,8,4,4,2,1],0] 0
[[10,8,4,3,3,3,1],0] 0
[[10,8,4,3,3,2,1,1],0] 0
[[10,8,4,3,3,2],0] 0
[[10,8,4,3,2,2,1],0] 0
[[10,8,4,3,1,1,1,1,1],0] 0
[[10,8,4,3,1,1,1],0] 0
[[10,8,4,3,1],0] 0
[[10,8,4,2,2,2,2,2],0] 0
[[10,8,4,2,2,2,1,1],0] 0
[[10,8,4,2,2,2],0] 0
