[["40c"],0] NaN
[[6,2,2,2,2,2,1,1,1,1,1],0] 0
[[6,2,2,2,2,2,1,1,1],0] 0
[[6,2,2,2,2,2,1],0] 0
[[6,2,2,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,2,2,1,1,1,1,1,1,1],0] 0
[[6,2,2,2,1,1,1,1,1],0] 0
[[6,2,2,2,1,1,1],0] 0
[[6,2,2,2,1],0] 0
[[6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,1,1,1,1,1,1,1],0] 0
[[6,2,1,1,1,1,1],0] 0
[[6,2,1,1,1],0] 0
[[6,2,1],0] 0
[[5,5,5,5,5,5,1],0] 1
[[5,5,5,5,5,4,1,1],0] 0
[[5,5,5,5,5,4],0] 0
[[5,5,5,5,5,1,1,1,1,1],0] 1
[[5,5,5,5,5,1,1,1],0] 1
[[5,5,5,5,5,1],0] 1
[[5,5,5,5,4,4,4],0] 0
[[5,5,5,5,4,4,2,2],0] 0
[[5,5,5,5,4,4,1,1,1],0] 0
[[5,5,5,5,4,4,1],0] 0
[[5,5,5,5,4,3,3,1],0] 0
[[5,5,5,5,4,3,2,1,1],0] 0
[[5,5,5,5,4,3,2],0] 0
[[5,5,5,5,4,2,2,1],0] 0
[[5,5,5,5,4,1,1,1,1],0] 0
[[5,5,5,5,4,1,1],0] 0
[[5,5,5,5,4],0] 0
[[5,5,5,5,3,3,3,3],0] 1
[[5,5,5,5,3,3,2,2],0] 0
[[5,5,5,5,3,3,1,1,1,1],0] 1
[[5,5,5,5,3,3,1,1],0] 1
[[5,5,5,5,3,3],0] 1
[[5,5,5,5,3,2,2,2,1],0] 0
[[5,5,5,5,3,2,1,1,1],0] 2
[[5,5,5,5,3,2,1],0] 2
[[5,5,5,5,2,2,2,2,1,1],0] 0
[[5,5,5,5,2,2,2,2],0] 0
[[5,5,5,5,2,2,1,1,1,1],0] 0
[[5,5,5,5,2,2,1,1],0] 0
[[5,5,5,5,2,2],0] 0
[[5,5,5,5,1,1,1,1,1,1,1],0] 1
[[5,5,5,5,1,1,1,1,1],0] 1
[[5,5,5,5,1,1,1],0] 1
[[5,5,5,5,1],0] 1
[[5,5,5,4,4,4,4,1],0] 0
[[5,5,5,4,4,4,1,1],0] 0
[[5,5,5,4,4,4],0] 0
[[5,5,5,4,4,1,1,1,1,1],0] 0
[[5,5,5,4,4,1,1,1],0] 0
[[5,5,5,4,4,1],0] 0
[[5,5,5,4,1,1,1,1,1,1,1,1],0] 0
[[5,5,5,4,1,1,1,1,1,1],0] 0
[[5,5,5,4,1,1,1,1],0] 0
[[5,5,5,4,1,1],0] 0
[[5,5,5,4],0] 0
[[5,5,5,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,5,5,1,1,1,1,1,1,1,1,1],0] 1
[[5,5,5,1,1,1,1,1,1,1],0] 1
[[5,5,5,1,1,1,1,1],0] 1
[[5,5,5,1,1,1],0] 1
[[5,5,5,1],0] 1
[[5,5,4,4,4,4,4],0] 0
[[5,5,4,4,4,4,3,3],0] 0
[[5,5,4,4,4,4,2,2],0] 0
[[5,5,4,4,4,4,1,1,1],0] 0
[[5,5,4,4,4,4,1],0] 0
[[5,5,4,4,4,3,3,1],0] 0
[[5,5,4,4,4,3,2,2,2],0] 0
[[5,5,4,4,4,3,2,1,1],0] 0
[[5,5,4,4,4,3,2],0] 0
[[5,5,4,4,4,2,2,1,1,1],0] 0
[[5,5,4,4,4,2,2,1],0] 0
[[5,5,4,4,4,1,1,1,1,1,1],0] 0
[[5,5,4,4,4,1,1,1,1],0] 0
[[5,5,4,4,4,1,1],0] 0
[[5,5,4,4,4],0] 0
[[5,5,4,4,3,3,3,3],0] 0
[[5,5,4,4,3,3,3,2,1],0] 0
[[5,5,4,4,3,3,2,2,1,1],0] 0
[[5,5,4,4,3,3,2,2],0] 0
[[5,5,4,4,3,3,1,1,1,1],0] 0
[[5,5,4,4,3,3,1,1],0] 0
[[5,5,4,4,3,3],0] 0
[[5,5,4,4,3,2,2,2,1],0] 0
[[5,5,4,4,3,2,1,1,1,1,1],0] 0
[[5,5,4,4,3,2,1,1,1],0] 0
[[5,5,4,4,3,2,1],0] 0
[[5,5,4,4,2,2,2,2,2,2],0] 0
[[5,5,4,4,2,2,2,2,1,1],0] 0
[[5,5,4,4,2,2,2,2],0] 0
[[5,5,4,4,2,2,1,1,1,1,1,1],0] 0
[[5,5,4,4,2,2,1,1,1,1],0] 0
[[5,5,4,4,2,2,1,1],0] 0
[[5,5,4,4,2,2],0] 0
[[5,5,4,4,1,1,1,1,1,1,1,1,1],0] 0
[[5,5,4,4,1,1,1,1,1,1,1],0] 0
[[5,5,4,4,1,1,1,1,1],0] 0
[[5,5,4,4,1,1,1],0] 0
[[5,5,4,4,1],0] 0
[[5,5,4,3,3,3,3,3,2],0] 0
[[5,5,4,3,3,3,3,1,1,1],0] 0
[[5,5,4,3,3,3,3,1],0] 0
[[5,5,4,3,3,3,2,2,2],0] 0
[[5,5,4,3,3,3,2,1,1,1,1],0] 0
[[5,5,4,3,3,3,2,1,1],0] 0
[[5,5,4,3,3,3,2],0] 0
[[5,5,4,3,3,2,2,2,2,1],0] 0
[[5,5,4,3,3,2,2,1,1,1],0] 0
[[5,5,4,3,3,2,2,1],0] 0
[[5,5,4,3,3,1,1,1,1,1,1,1],0] 0
[[5,5,4,3,3,1,1,1,1,1],0] 0
[[5,5,4,3,3,1,1,1],0] 0
[[5,5,4,3,3,1],0] 0
[[5,5,4,3,2,2,2,2,2,1,1],0] 0
[[5,5,4,3,2,2,2,2,2],0] 0
[[5,5,4,3,2,2,2,1,1,1,1],0] 0
[[5,5,4,3,2,2,2,1,1],0] 0
[[5,5,4,3,2,2,2],0] 0
[[5,5,4,3,2,1,1,1,1,1,1,1,1],0] 0
[[5,5,4,3,2,1,1,1,1,1,1],0] 0
[[5,5,4,3,2,1,1,1,1],0] 0
[[5,5,4,3,2,1,1],0] 0
[[5,5,4,3,2],0] 0
[[5,5,4,2,2,2,2,2,2,1],0] 0
[[5,5,4,2,2,2,2,1,1,1,1,1],0] 0
[[5,5,4,2,2,2,2,1,1,1],0] 0
[[5,5,4,2,2,2,2,1],0] 0
[[5,5,4,2,2,1,1,1,1,1,1,1],0] 0
[[5,5,4,2,2,1,1,1,1,1],0] 0
[[5,5,4,2,2,1,1,1],0] 0
[[5,5,4,2,2,1],0] 0
[[5,5,4,1,1,1,1,1,1,1,1,1,1],0] 0
[[5,5,4,1,1,1,1,1,1,1,1],0] 0
[[5,5,4,1,1,1,1,1,1],0] 0
[[5,5,4,1,1,1,1],0] 0
[[5,5,4,1,1],0] 0
[[5,5,4],0] 0
[[5,5,3,3,3,3,3,3,1,1],0] 1
[[5,5,3,3,3,3,3,3],0] 1
[[5,5,3,3,3,3,3,2,1],0] 2
[[5,5,3,3,3,3,2,2,2,2],0] 0
[[5,5,3,3,3,3,2,2,1,1],0] 0
[[5,5,3,3,3,3,2,2],0] 0
[[5,5,3,3,3,3,1,1,1,1,1,1],0] 1
[[5,5,3,3,3,3,1,1,1,1],0] 1
[[5,5,3,3,3,3,1,1],0] 1
[[5,5,3,3,3,3],0] 1
[[5,5,3,3,3,2,2,2,1,1,1],0] 0
[[5,5,3,3,3,2,2,2,1],0] 0
[[5,5,3,3,3,2,1,1,1,1,1],0] 2
[[5,5,3,3,3,2,1,1,1],0] 2
[[5,5,3,3,3,2,1],0] 2
[[5,5,3,3,2,2,2,2,2,2],0] 0
[[5,5,3,3,2,2,2,2,1,1,1,1],0] 0
[[5,5,3,3,2,2,2,2,1,1],0] 0
[[5,5,3,3,2,2,2,2],0] 0
[[5,5,3,3,2,2,1,1,1,1,1,1],0] 0
[[5,5,3,3,2,2,1,1,1,1],0] 0
[[5,5,3,3,2,2,1,1],0] 0
[[5,5,3,3,2,2],0] 0
[[5,5,3,3,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,5,3,3,1,1,1,1,1,1,1,1],0] 1
[[5,5,3,3,1,1,1,1,1,1],0] 1
[[5,5,3,3,1,1,1,1],0] 1
[[5,5,3,3,1,1],0] 1
[[5,5,3,3],0] 1
[[5,5,3,2,2,2,2,2,2,2,1],0] 0
[[5,5,3,2,2,2,2,2,1,1,1],0] 0
[[5,5,3,2,2,2,2,2,1],0] 0
[[5,5,3,2,2,2,1,1,1,1,1,1,1],0] 0
[[5,5,3,2,2,2,1,1,1,1,1],0] 0
[[5,5,3,2,2,2,1,1,1],0] 0
[[5,5,3,2,2,2,1],0] 0
[[5,5,3,2,1,1,1,1,1,1,1,1,1],0] 2
[[5,5,3,2,1,1,1,1,1,1,1],0] 2
[[5,5,3,2,1,1,1,1,1],0] 2
[[5,5,3,2,1,1,1],0] 2
[[5,5,3,2,1],0] 2
[[5,5,2,2,2,2,2,2,2,2,1,1],0] 0
[[5,5,2,2,2,2,2,2,2,2],0] 0
[[5,5,2,2,2,2,2,2,1,1,1,1],0] 0
[[5,5,2,2,2,2,2,2,1,1],0] 0
[[5,5,2,2,2,2,2,2],0] 0
[[5,5,2,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[5,5,2,2,2,2,1,1,1,1,1,1],0] 0
[[5,5,2,2,2,2,1,1,1,1],0] 0
[[5,5,2,2,2,2,1,1],0] 0
[[5,5,2,2,2,2],0] 0
[[5,5,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[5,5,2,2,1,1,1,1,1,1,1,1],0] 0
[[5,5,2,2,1,1,1,1,1,1],0] 0
[[5,5,2,2,1,1,1,1],0] 0
[[5,5,2,2,1,1],0] 0
[[5,5,2,2],0] 0
[[5,5,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,5,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,5,1,1,1,1,1,1,1,1,1],0] 1
[[5,5,1,1,1,1,1,1,1],0] 1
[[5,5,1,1,1,1,1],0] 1
[[5,5,1,1,1],0] 1
[[5,5,1],0] 1
[[5,4,4,4,4,4,4,1],0] 0
[[5,4,4,4,4,4,1,1,1,1],0] 0
[[5,4,4,4,4,4,1,1],0] 0
[[5,4,4,4,4,4],0] 0
[[5,4,4,4,4,1,1,1,1,1,1,1],0] 0
[[5,4,4,4,4,1,1,1,1,1],0] 0
[[5,4,4,4,4,1,1,1],0] 0
[[5,4,4,4,4,1],0] 0
[[5,4,4,4,1,1,1,1,1,1,1,1],0] 0
[[5,4,4,4,1,1,1,1,1,1],0] 0
[[5,4,4,4,1,1,1,1],0] 0
[[5,4,4,4,1,1],0] 0
[[5,4,4,4],0] 0
[[5,4,4,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[5,4,4,1,1,1,1,1,1,1,1,1],0] 0
[[5,4,4,1,1,1,1,1,1,1],0] 0
[[5,4,4,1,1,1,1,1],0] 0
[[5,4,4,1,1,1],0] 0
[[5,4,4,1],0] 0
[[5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[5,4,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[5,4,1,1,1,1,1,1,1,1,1,1],0] 0
[[5,4,1,1,1,1,1,1,1,1],0] 0
[[5,4,1,1,1,1,1,1],0] 0
[[5,4,1,1,1,1],0] 0
[[5,4,1,1],0] 0
[[5,4],0] 0
[[5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[5,1,1,1,1,1,1,1,1,1],0] 1
[[5,1,1,1,1,1,1,1],0] 1
[[5,1,1,1,1,1],0] 1
[[5,1,1,1],0] 1
[[5,1],0] 1
[[4,4,4,4,4,4,4,1,1],0] 0
[[4,4,4,4,4,4,4],0] 0
[[4,4,4,4,4,4,3,3],0] 0
[[4,4,4,4,4,4,3,2,1],0] 0
[[4,4,4,4,4,4,2,2,1,1],0] 0
[[4,4,4,4,4,4,2,2],0] 0
[[4,4,4,4,4,4,1,1,1,1,1],0] 0
[[4,4,4,4,4,4,1,1,1],0] 0
[[4,4,4,4,4,4,1],0] 0
[[4,4,4,4,4,3,3,3,2],0] 0
[[4,4,4,4,4,3,3,1,1,1],0] 0
[[4,4,4,4,4,3,3,1],0] 0
[[4,4,4,4,4,3,2,2,2],0] 0
[[4,4,4,4,4,3,2,1,1,1,1],0] 0
[[4,4,4,4,4,3,2,1,1],0] 0
[[4,4,4,4,4,3,2],0] 0
[[4,4,4,4,4,2,2,2,2,1],0] 0
[[4,4,4,4,4,2,2,1,1,1],0] 0
[[4,4,4,4,4,2,2,1],0] 0
[[4,4,4,4,4,1,1,1,1,1,1],0] 0
[[4,4,4,4,4,1,1,1,1],0] 0
[[4,4,4,4,4,1,1],0] 0
[[4,4,4,4,4],0] 0
[[4,4,4,4,3,3,3,3,1,1],0] 0
[[4,4,4,4,3,3,3,3],0] 0
[[4,4,4,4,3,3,3,2,1],0] 0
[[4,4,4,4,3,3,2,2,2,2],0] 0
[[4,4,4,4,3,3,2,2,1,1],0] 0
[[4,4,4,4,3,3,2,2],0] 0
[[4,4,4,4,3,3,1,1,1,1,1,1],0] 0
[[4,4,4,4,3,3,1,1,1,1],0] 0
[[4,4,4,4,3,3,1,1],0] 0
[[4,4,4,4,3,3],0] 0
[[4,4,4,4,3,2,2,2,1,1,1],0] 0
[[4,4,4,4,3,2,2,2,1],0] 0
[[4,4,4,4,3,2,1,1,1,1,1],0] 0
[[4,4,4,4,3,2,1,1,1],0] 0
[[4,4,4,4,3,2,1],0] 0
[[4,4,4,4,2,2,2,2,2,2],0] 0
[[4,4,4,4,2,2,2,2,1,1,1,1],0] 0
[[4,4,4,4,2,2,2,2,1,1],0] 0
[[4,4,4,4,2,2,2,2],0] 0
[[4,4,4,4,2,2,1,1,1,1,1,1],0] 0
[[4,4,4,4,2,2,1,1,1,1],0] 0
[[4,4,4,4,2,2,1,1],0] 0
[[4,4,4,4,2,2],0] 0
[[4,4,4,4,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,4,4,1,1,1,1,1,1,1],0] 0
[[4,4,4,4,1,1,1,1,1],0] 0
[[4,4,4,4,1,1,1],0] 0
[[4,4,4,4,1],0] 0
[[4,4,4,3,3,3,3,3,2],0] 0
[[4,4,4,3,3,3,3,2,2,1],0] 0
[[4,4,4,3,3,3,3,1,1,1],0] 0
[[4,4,4,3,3,3,3,1],0] 0
[[4,4,4,3,3,3,2,2,2,1,1],0] 0
[[4,4,4,3,3,3,2,2,2],0] 0
[[4,4,4,3,3,3,2,1,1,1,1],0] 0
[[4,4,4,3,3,3,2,1,1],0] 0
[[4,4,4,3,3,3,2],0] 0
[[4,4,4,3,3,2,2,2,2,1],0] 0
[[4,4,4,3,3,2,2,1,1,1,1,1],0] 0
[[4,4,4,3,3,2,2,1,1,1],0] 0
[[4,4,4,3,3,2,2,1],0] 0
[[4,4,4,3,3,1,1,1,1,1,1,1],0] 0
[[4,4,4,3,3,1,1,1,1,1],0] 0
[[4,4,4,3,3,1,1,1],0] 0
[[4,4,4,3,3,1],0] 0
[[4,4,4,3,2,2,2,2,2,2,2],0] 0
[[4,4,4,3,2,2,2,2,2,1,1],0] 0
[[4,4,4,3,2,2,2,2,2],0] 0
[[4,4,4,3,2,2,2,1,1,1,1,1,1],0] 0
[[4,4,4,3,2,2,2,1,1,1,1],0] 0
[[4,4,4,3,2,2,2,1,1],0] 0
[[4,4,4,3,2,2,2],0] 0
[[4,4,4,3,2,1,1,1,1,1,1,1,1],0] 0
[[4,4,4,3,2,1,1,1,1,1,1],0] 0
[[4,4,4,3,2,1,1,1,1],0] 0
[[4,4,4,3,2,1,1],0] 0
[[4,4,4,3,2],0] 0
[[4,4,4,2,2,2,2,2,2,1,1,1],0] 0
[[4,4,4,2,2,2,2,2,2,1],0] 0
[[4,4,4,2,2,2,2,1,1,1,1,1],0] 0
[[4,4,4,2,2,2,2,1,1,1],0] 0
[[4,4,4,2,2,2,2,1],0] 0
[[4,4,4,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,4,2,2,1,1,1,1,1,1,1],0] 0
[[4,4,4,2,2,1,1,1,1,1],0] 0
[[4,4,4,2,2,1,1,1],0] 0
[[4,4,4,2,2,1],0] 0
[[4,4,4,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,4,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,4,1,1,1,1,1,1,1,1],0] 0
[[4,4,4,1,1,1,1,1,1],0] 0
[[4,4,4,1,1,1,1],0] 0
[[4,4,4,1,1],0] 0
[[4,4,4],0] 0
[[4,4,3,3,3,3,3,3,2,2],0] 0
[[4,4,3,3,3,3,3,3,1,1],0] 0
[[4,4,3,3,3,3,3,3],0] 0
[[4,4,3,3,3,3,3,2,1,1,1],0] 0
[[4,4,3,3,3,3,3,2,1],0] 0
[[4,4,3,3,3,3,2,2,2,2],0] 0
[[4,4,3,3,3,3,2,2,1,1,1,1],0] 0
[[4,4,3,3,3,3,2,2,1,1],0] 0
[[4,4,3,3,3,3,2,2],0] 0
[[4,4,3,3,3,3,1,1,1,1,1,1],0] 0
[[4,4,3,3,3,3,1,1,1,1],0] 0
[[4,4,3,3,3,3,1,1],0] 0
[[4,4,3,3,3,3],0] 0
[[4,4,3,3,3,2,2,2,2,2,1],0] 0
[[4,4,3,3,3,2,2,2,1,1,1],0] 0
[[4,4,3,3,3,2,2,2,1],0] 0
[[4,4,3,3,3,2,1,1,1,1,1,1,1],0] 0
[[4,4,3,3,3,2,1,1,1,1,1],0] 0
[[4,4,3,3,3,2,1,1,1],0] 0
[[4,4,3,3,3,2,1],0] 0
[[4,4,3,3,2,2,2,2,2,2,1,1],0] 0
[[4,4,3,3,2,2,2,2,2,2],0] 0
[[4,4,3,3,2,2,2,2,1,1,1,1],0] 0
[[4,4,3,3,2,2,2,2,1,1],0] 0
[[4,4,3,3,2,2,2,2],0] 0
[[4,4,3,3,2,2,1,1,1,1,1,1,1,1],0] 0
[[4,4,3,3,2,2,1,1,1,1,1,1],0] 0
[[4,4,3,3,2,2,1,1,1,1],0] 0
[[4,4,3,3,2,2,1,1],0] 0
[[4,4,3,3,2,2],0] 0
[[4,4,3,3,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,3,3,1,1,1,1,1,1,1,1],0] 0
[[4,4,3,3,1,1,1,1,1,1],0] 0
[[4,4,3,3,1,1,1,1],0] 0
[[4,4,3,3,1,1],0] 0
[[4,4,3,3],0] 0
[[4,4,3,2,2,2,2,2,2,2,1],0] 0
[[4,4,3,2,2,2,2,2,1,1,1,1,1],0] 0
[[4,4,3,2,2,2,2,2,1,1,1],0] 0
[[4,4,3,2,2,2,2,2,1],0] 0
[[4,4,3,2,2,2,1,1,1,1,1,1,1],0] 0
[[4,4,3,2,2,2,1,1,1,1,1],0] 0
[[4,4,3,2,2,2,1,1,1],0] 0
[[4,4,3,2,2,2,1],0] 0
[[4,4,3,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,3,2,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,3,2,1,1,1,1,1,1,1],0] 0
[[4,4,3,2,1,1,1,1,1],0] 0
[[4,4,3,2,1,1,1],0] 0
[[4,4,3,2,1],0] 0
[[4,4,2,2,2,2,2,2,2,2,2,2],0] 0
[[4,4,2,2,2,2,2,2,2,2,1,1],0] 0
[[4,4,2,2,2,2,2,2,2,2],0] 0
[[4,4,2,2,2,2,2,2,1,1,1,1,1,1],0] 0
[[4,4,2,2,2,2,2,2,1,1,1,1],0] 0
[[4,4,2,2,2,2,2,2,1,1],0] 0
[[4,4,2,2,2,2,2,2],0] 0
[[4,4,2,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[4,4,2,2,2,2,1,1,1,1,1,1],0] 0
[[4,4,2,2,2,2,1,1,1,1],0] 0
[[4,4,2,2,2,2,1,1],0] 0
[[4,4,2,2,2,2],0] 0
[[4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,2,2,1,1,1,1,1,1,1,1],0] 0
[[4,4,2,2,1,1,1,1,1,1],0] 0
[[4,4,2,2,1,1,1,1],0] 0
[[4,4,2,2,1,1],0] 0
[[4,4,2,2],0] 0
[[4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,1,1,1,1,1,1,1,1,1],0] 0
[[4,4,1,1,1,1,1,1,1],0] 0
[[4,4,1,1,1,1,1],0] 0
[[4,4,1,1,1],0] 0
[[4,4,1],0] 0
[[4,3,3,3,3,3,3,3,3,1],0] 0
[[4,3,3,3,3,3,3,3,2,1,1],0] 0
[[4,3,3,3,3,3,3,3,2],0] 0
[[4,3,3,3,3,3,3,2,2,1],0] 0
[[4,3,3,3,3,3,3,1,1,1,1,1],0] 0
[[4,3,3,3,3,3,3,1,1,1],0] 0
[[4,3,3,3,3,3,3,1],0] 0
[[4,3,3,3,3,3,2,2,2,2,2],0] 0
[[4,3,3,3,3,3,2,2,2,1,1],0] 0
[[4,3,3,3,3,3,2,2,2],0] 0
[[4,3,3,3,3,3,2,1,1,1,1,1,1],0] 0
[[4,3,3,3,3,3,2,1,1,1,1],0] 0
[[4,3,3,3,3,3,2,1,1],0] 0
[[4,3,3,3,3,3,2],0] 0
[[4,3,3,3,3,2,2,2,2,1,1,1],0] 0
[[4,3,3,3,3,2,2,2,2,1],0] 0
[[4,3,3,3,3,2,2,1,1,1,1,1],0] 0
[[4,3,3,3,3,2,2,1,1,1],0] 0
[[4,3,3,3,3,2,2,1],0] 0
[[4,3,3,3,3,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,3,3,1,1,1,1,1,1,1],0] 0
[[4,3,3,3,3,1,1,1,1,1],0] 0
[[4,3,3,3,3,1,1,1],0] 0
[[4,3,3,3,3,1],0] 0
[[4,3,3,3,2,2,2,2,2,2,2],0] 0
[[4,3,3,3,2,2,2,2,2,1,1,1,1],0] 0
[[4,3,3,3,2,2,2,2,2,1,1],0] 0
[[4,3,3,3,2,2,2,2,2],0] 0
[[4,3,3,3,2,2,2,1,1,1,1,1,1],0] 0
[[4,3,3,3,2,2,2,1,1,1,1],0] 0
[[4,3,3,3,2,2,2,1,1],0] 0
[[4,3,3,3,2,2,2],0] 0
[[4,3,3,3,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,3,2,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,3,2,1,1,1,1,1,1],0] 0
[[4,3,3,3,2,1,1,1,1],0] 0
[[4,3,3,3,2,1,1],0] 0
[[4,3,3,3,2],0] 0
[[4,3,3,2,2,2,2,2,2,2,2,1],0] 0
[[4,3,3,2,2,2,2,2,2,1,1,1],0] 0
[[4,3,3,2,2,2,2,2,2,1],0] 0
[[4,3,3,2,2,2,2,1,1,1,1,1,1,1],0] 0
[[4,3,3,2,2,2,2,1,1,1,1,1],0] 0
[[4,3,3,2,2,2,2,1,1,1],0] 0
[[4,3,3,2,2,2,2,1],0] 0
[[4,3,3,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,2,2,1,1,1,1,1,1,1],0] 0
[[4,3,3,2,2,1,1,1,1,1],0] 0
[[4,3,3,2,2,1,1,1],0] 0
[[4,3,3,2,2,1],0] 0
[[4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,3,1,1,1,1,1,1,1],0] 0
[[4,3,3,1,1,1,1,1],0] 0
[[4,3,3,1,1,1],0] 0
[[4,3,3,1],0] 0
[[4,3,2,2,2,2,2,2,2,2,2,1,1],0] 0
[[4,3,2,2,2,2,2,2,2,2,2],0] 0
[[4,3,2,2,2,2,2,2,2,1,1,1,1],0] 0
[[4,3,2,2,2,2,2,2,2,1,1],0] 0
[[4,3,2,2,2,2,2,2,2],0] 0
[[4,3,2,2,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,2,2,2,2,1,1,1,1,1,1],0] 0
[[4,3,2,2,2,2,2,1,1,1,1],0] 0
[[4,3,2,2,2,2,2,1,1],0] 0
[[4,3,2,2,2,2,2],0] 0
[[4,3,2,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,2,2,1,1,1,1,1,1],0] 0
[[4,3,2,2,2,1,1,1,1],0] 0
[[4,3,2,2,2,1,1],0] 0
[[4,3,2,2,2],0] 0
[[4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,1,1,1,1,1,1,1,1],0] 0
[[4,3,2,1,1,1,1,1,1],0] 0
[[4,3,2,1,1,1,1],0] 0
[[4,3,2,1,1],0] 0
[[4,3,2],0] 0
[[4,2,2,2,2,2,2,2,2,2,2,1],0] 0
[[4,2,2,2,2,2,2,2,2,1,1,1,1,1],0] 0
[[4,2,2,2,2,2,2,2,2,1,1,1],0] 0
[[4,2,2,2,2,2,2,2,2,1],0] 0
[[4,2,2,2,2,2,2,1,1,1,1,1,1,1],0] 0
[[4,2,2,2,2,2,2,1,1,1,1,1],0] 0
[[4,2,2,2,2,2,2,1,1,1],0] 0
[[4,2,2,2,2,2,2,1],0] 0
[[4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,2,2,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[4,2,2,2,2,1,1,1,1,1,1,1],0] 0
[[4,2,2,2,2,1,1,1,1,1],0] 0
[[4,2,2,2,2,1,1,1],0] 0
[[4,2,2,2,2,1],0] 0
[[4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,2,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[4,2,2,1,1,1,1,1,1,1],0] 0
[[4,2,2,1,1,1,1,1],0] 0
[[4,2,2,1,1,1],0] 0
[[4,2,2,1],0] 0
[[4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,1,1,1,1,1,1,1,1,1,1],0] 0
[[4,1,1,1,1,1,1,1,1],0] 0
[[4,1,1,1,1,1,1],0] 0
[[4,1,1,1,1],0] 0
[[4,1,1],0] 0
[[4],0] 0
[[3,3,3,3,3,3,3,3,3,3],0] 1
[[3,3,3,3,3,3,3,3,2,2],0] 0
[[3,3,3,3,3,3,3,3,1,1,1,1],0] 1
[[3,3,3,3,3,3,3,3,1,1],0] 1
[[3,3,3,3,3,3,3,3],0] 1
[[3,3,3,3,3,3,3,2,2,2,1],0] 0
[[3,3,3,3,3,3,3,2,1,1,1],0] 2
[[3,3,3,3,3,3,3,2,1],0] 2
[[3,3,3,3,3,3,2,2,2,2,1,1],0] 0
[[3,3,3,3,3,3,2,2,2,2],0] 0
